Name,Institute,Country,Year
"Kisel, Ivan","Goethe University Frankfurt, FIAS","","2017"
"Hambrock, Robert","University of Cape Town","","2017"
"Sakaida, Miki","Osaka University","","2017"
"Tsutsui, Shoichiro","Kyoto University","","2017"
"Fujii, Hirotsugu","University of Tokyo","","2017"
"Qiu, Hao","Purdue University (US)","","2017"
"Park, Jaebeom","Korea University (KR)","","2017"
"Mahmoud, Tariq","J","","2017"
"Heinz, Ulrich","The Ohio State University","","2017"
"Hatsuda, Tetsuo","Unknown","","2017"
"Evdokimov, Olga","University of Illinois at Chicago (US)","","2017"
"Jacobs, Peter Martin","Lawrence Berkeley National Lab. (US)","","2017"
"Song, Huichao","Peking University","","2017"
"Jiang, Lijia","Frankfurt Institute for Advanced Studies","","2017"
"Niemi, Harri","","","2017"
